id,trigger,conditions,script,text,options,notes
drgROALABarEvent11,DialogOptionSelected,$option == drgROALABarEvent11,"SetTextHighlights ""Pirates""","""If those options cannot be realized, I suspect Pirates may also be a choice, It will just be a matter of finding the right one.""","drgROALABarEvent12:""And the reward?""",
drgROALABarEvent12,DialogOptionSelected,$option == drgROALABarEvent12,"SetTextHighlights ""10000 credits"" ""salvage""","""10000 credits upfront, which should cover any incurred expenses and..."" $heOrShe pauses dramatically, ""you will be entitled to a portion of any military hardware we salvage."" 

The $manOrWoman smiles knowingly, ""That's the reward someone like you enjoys, right captain?""

""So, do we have a deal?""","drgROALABarEvent13:""We have a deal."" (accept)
drgROALABarEventLeaveb:""Perhaps another time."" (leave)",
drgROALABarEvent13,DialogOptionSelected,$option == drgROALABarEvent13,,"""Excellent, I will notify my men to prepare immediately. We will achieve great things together, captain!""",drgROALABarEvent14:Continue,
drgROALABarEvent14,DialogOptionSelected,$option == drgROALABarEvent14,"AddCommodity crew 100
AddCredits 10000
AcceptMission ""drgROALA""
EndConversation DO_NOT_FIRE
FireBest ReturnFromBar",,,
drgROALAGearQuestTriReturn,PickGreeting,"$drgROALA_offeredMission score:100
$global.drgROALA_inprog
!$global.drgROALA_agreeBounty
!$global.drgROALA_bountyKilled",ShowPersonVisual,"""Ah, welcome back captain. Reconsidered my offer, have you?""","drgROALAGearQuestTri7:""I have."" (Hegemony hit-job)
cutCommLink:Cut the comm link",
drgROALAGearQuestTri1a,PopulateOptions,"$global.drgROALA_inprog
!$global.drgROALA_agreeBounty
!$global.drgROALA_gotGear
$postId == supplyOfficer
$personFaction.id == tritachyon
$player.locationId != valhalla",,,"drgROALAGearQuestTri2:""You have access to hardware like this? (Show DRG list)""",
drgROALAGearQuestTri1b,PopulateOptions,"$global.drgROALA_inprog
!$global.drgROALA_agreeBounty
!$global.drgROALA_gotGear
$postId == portmaster
$personFaction.id == tritachyon
$player.locationId != valhalla",,,"drgROALAGearQuestTri2:""You have access to hardware like this? (Show DRG list)""",
drgROALAGearQuestTri2,DialogOptionSelected,$option == drgROALAGearQuestTri2,$drgROALA_offeredMission = true,"""Hmm, how specific..."" the $manOrWoman thinks aloud while tapping on $hisOrHer computer. ""I might have such things, but what are they to you, $playerSirOrMadam?""

You curtly explain your desire to purchase the machinery, making sure not reveal any unnecessary details.",drgROALAGearQuestTri3:Continue,
drgROALAGearQuestTri3,DialogOptionSelected,$option == drgROALAGearQuestTri3,,"""How interesting, but I'm sure you know those items are quite rare, and I can't part with them for cheap.""","drgROALAGearQuestTri4:""How much?""",
drgROALAGearQuestTri4,DialogOptionSelected,$option == drgROALAGearQuestTri4,,"The $manOrWoman laughs, ""Credits I can get elsewhere, but hardware like this is unique, so I need something unique in exchange.""

""Something like..."" $heOrShe gestures at you, ""a personal favor.""",drgROALAGearQuestTri5:Continue,
drgROALAGearQuestTri5,DialogOptionSelected,$option == drgROALAGearQuestTri5,,"""I have a professional colleague that has been given undue grief from a local Hegemony inspector in the Valhalla system. I'm sure you can gather what needs to be done.""",drgROALAGearQuestTri6:Continue,
drgROALAGearQuestTri6,DialogOptionSelected,$option == drgROALAGearQuestTri6,,"""Please captain, make my friend 'happy' and I will make you happy."" $HeOrShe looks to you expectantly, smiling.","drgROALAGearQuestTri7:""Consider it done."" (Hegemony hit-job)
cutCommLink:""I think I'll take my business else where"" (cut comms)",
drgROALAGearQuestTri7,DialogOptionSelected,$option == drgROALAGearQuestTri7,"$player.ethosMercenary++
$player.drgROALA_fleet = heg
$global.drgROALA_agreeBounty = true
Call $global.drgROALA_ref updateStage
Call $global.drgROALA_ref rememberqm","$personName claps $hisOrHer hands, ""Excellent my dear $playerSirOrMadam! The details are on their way, come back after you're done and I'll have everything ready for you.""",cutCommLink:Leave,
drgROALAGearQuestTri8,OpenCommLink,"$drgROALA_offeredMission score:100
$global.drgROALA_agreeBounty",,"""I'm afraid any other business will have to wait until your prior 'job' is taken care of. Until then, $playerSirOrMadam",cutCommLink:Leave,
drgROALAGearQuestTri9,PickGreeting,"$drgROALA_offeredMission score:100
$global.drgROALA_agreeBounty
$global.drgROALA_bountyKilled","ShowPersonVisual
AdjustRepActivePerson 10","$personName appears on-screen, looking pleased, ""Thank you, captain. You've saved 'my friend' from a lot trouble. As promised, a hundred units of specialized heavy equipment, ready for receipt at your pleasure.""",drgROALAGearQuestTri10:Continue,
drgROALAGearQuestTri10,DialogOptionSelected,$option == drgROALAGearQuestTri10,"AddCommodity heavy_machinery 100
AddPotentialContact
","""I hope we can do business again soon. Farewell, $playerName.""",drgROALAGearQuestTri11:Cut the comm link,
drgROALAGearQuestTri11,DialogOptionSelected,$option == drgROALAGearQuestTri11,HideFirstPerson,"As you close the comm link, the ship receives a micro burst transmission.",drgROALAGearQuestTri12:Continue,
drgROALAGearQuestTri12,DialogOptionSelected,$option == drgROALAGearQuestTri12,"$global.drgROALA_gotGear = true
Call $global.drgROALA_ref updateStage","""$playerName, my crew has informed me they have the equipment ready. Attached to this message are the encrypted coordinates of the Ark. Please proceed there immediately.""",drgROALAGearQuestTri13:Continue,
drgROALAGearQuestTri13,DialogOptionSelected,$option == drgROALAGearQuestTri13,"EndConversation DO_NOT_FIRE
ShowDefaultVisual
FireAll PopulateOptions",,,
drgROALABountyDestroyed,drgROALABountyDestroyed,$someShipsDestroyed,"$global.drgROALA_bountyKilled = true
Call $global.drgROALA_ref updateStage",,,
drgROALABountyAttack,DialogOptionSelected,$option == drgROALABountyAttack,"AdjustRepActivePerson -50
MakeOtherFleetHostile
MakeOtherFleetAggressive","$personName Scowls, ""I've hauled in pirate scum worse than you, you are under arrest! Power down and prepare for boarding.""",cutCommLink:Cut the comm link,
drgROALABounty1a,OpenCommLink,"$entity.drgROALA_bounty score:100
$personFaction.relValue > -0.25",,"""You have been scanned and identified, citizen. If nothing is amiss, we shall be on our way.""
OR
The Hegemony $personRank looks impatient. ""Is there an emergency to report?""
OR
""Your $shipOrFleet has been scanned and identified, everything is in order. Burn bright, citizen.""","drgROALABounty2:""I have some info for you, inspector.""
cutCommLink:Cut the comm link",
drgROALABounty1b,OpenCommLink,"$entity.drgROALA_bounty score:100
$personFaction.relValue > -0.25
!$player.transponderOn",,"""Unknown $shipOrFleet, identify yourself immediately! Be advised: we've already dispatched a distress call to a nearby patrol, and it should arrive shortly.""","drgROALABounty2:""Wait, I have some info for you, inspector.""
cutCommLink:Cut the comm link",
drgROALABounty2,DialogOptionSelected,$option == drgROALABounty2,,"""Is that so, citizen..."" $heOrShe leans forward. ""Go ahead then, I'm listening.""","drgROALABounty3:""Tri-Tachyon has a bounty on your head""
drgROALABountyAttack:""I've been hired to kill you.""",
drgROALABounty3,DialogOptionSelected,$option == drgROALABounty3,,"""That doesn't surprise me, rattled quite a few skulls keeping those eggheads in line,"" the $manOrWoman says rather dismissively.

""Got any specific details on who? That would be a change of pace for once.""",drgROALABounty4:Explain in detail,
drgROALABounty4,DialogOptionSelected,$option == drgROALABounty4,"AdjustRepActivePerson 5
AdjustRep hegemony 1","You briefly detailed the nature of the agreement, who was involved and where it went down. The Hegemony inspector nodding occasionally, attentively listening.

""Thank you for your report citizen, I'll make sure this is handled. Though I would add, it have been preferable if you hadn't struck the deal in the first place.""","drgROALABounty5:""Would you do me favor?""",
drgROALABounty5,DialogOptionSelected,$option == drgROALABounty5,,"""Depends, what kind of favor?""","drgROALABounty6:""Pretend I attacked the fleet, just for show.""",
drgROALABounty6,DialogOptionSelected,$option == drgROALABounty6,,"Laughter filters through the comms, ""double-dipping eh?"" The $manOrWoman leans back in $hisOrHer chair.

""You know what, fine, my crew could use some shore leave anyway. Just keep your nose clean in Hegemony space, and burn bright, captain.""",drgROALABounty7:Cut the comm link,
drgROALABounty7,DialogOptionSelected,$option == drgROALABounty7,"MakeOtherFleetAllowDisengage
MakeOtherFleetGoAway
MakeOtherFleetImportant $drgROALA_bounty false
$global.drgROALA_bountyKilled = true
Call $global.drgROALA_ref updateStage
$player.drgROALA_fleet = tri
FireBest cutCommLink",,,
drgROALAGearQuestLud1a,PopulateOptions,"$global.drgROALA_inprog
!$global.drgROALA_agreeBounty
!$global.drgROALA_gotGear
$postId == supplyOfficer
$personFaction.id == luddic_church",,,"drgROALAGearQuestLud2:""$BrotherOrSister, have you encountered items like these? (Show DRG list)""",
drgROALAGearQuestLud1b,PopulateOptions,"$global.drgROALA_inprog
!$global.drgROALA_agreeBounty
!$global.drgROALA_gotGear
$postId == portmaster
$personFaction.id == luddic_church",,,"drgROALAGearQuestLud2:""$BrotherOrSister, have you encountered items like these? (Show DRG list)""",
drgROALAGearQuestLud2a,DialogOptionSelected,"$option == drgROALAGearQuestLud2
$personFaction.relValue < 0.50",,"""The details of the Church's private activities it none of your concern outsider,"" $heOrShe says with a disgust. ""You should concern yourself with avoiding the temptations of Moloch.""

It seems like you are not trusted enough to pry about these things. The $manOrWoman doesn't wait for a reply and moves to close the connection.",cutCommLink:Leave,
drgROALAGearQuestLud2b,DialogOptionSelected,"$option == drgROALAGearQuestLud2
$personFaction.relValue > 0.49 score:10",,"The $personPost looks slightly surprised, ""Why yes, $playerBrotherOrSister, as it happens a Knight Captain recently returned with such items, after confiscating them on a patrol.""

$HisOrHer eyes narrow slightly, ""How did you know about this?""","drgROALAGearQuestLud3a:""I was sent here to dispose of them."" (lie)
drgROALAGearQuestLud3b:""Merely a guess, for curiosities sake.""
cutCommLink:Leave",
drgROALAGearQuestLud3a,DialogOptionSelected,$option == drgROALAGearQuestLud3a,$player.ethosLiar++,"$personLastName nods, ""Ah, of course $playerBrotherOrSister, I should have expected you.""

$HeOrShe looks down at something just out of view, a physical note keeping item perhaps, ""It's just a formality, but I as you are technically independent from the Church, I will need to record the method of disposal as well as the person responsible.""

The Luddic coughs softly, ""That means you, and your $shipOrFleet, $playerBrotherOrSister.""","drgROALAGearQuestLud4a:""I will sell them as tithes."" (lie)
drgROALAGearQuestLud4b:""I will use them for a time, for Ludd's glory."" (lie)
drgROALAGearQuestLud4c:""I'll take them away, and launch them into the void."" (lie)
drgROALAGearQuestLud4d:""I intend to keep them.""",
drgROALAGearQuestLud3b,DialogOptionSelected,$option == drgROALAGearQuestLud3b,,Guess text here,drgROALAGearQuestLud3b:Continue,
drgROALAGearQuestLud4a,DialogOptionSelected,$option == drgROALAGearQuestLud4a,"$player.ethosLiar++
$player.ROALA_LuddChoice = tithe","""The Church is always in need of donations to aid the poor and wayward souls.""

$HeOrShe looks down again, scribbling something onto $hisOrHer papers, ""It should be noted, some of the items have been marked as having 'potentially heretical' uses.""

$personFirstName looks at you squarely, ""You must make sure they don't enter the wrong hands, such as those demon worshipers known as TriTachyon. Assure they are reduced to base pieces, you understand of course, $playerBrotherOrSister.""","drgROALAGearQuestLud5:""Of course, $brotherOrSister.""",
drgROALAGearQuestLud4b,DialogOptionSelected,$option == drgROALAGearQuestLud4b,"$player.ethosLiar++
$player.ROALA_LuddChoice = glory",ludds glory,"drgROALAGearQuestLud5:""Continue""",
drgROALAGearQuestLud4c,DialogOptionSelected,$option == drgROALAGearQuestLud4c,"$player.ethosLiar++
$player.ROALA_LuddChoice = dispose",dispose,"drgROALAGearQuestLud5:""Continue""",
drgROALAGearQuestLud4d,DialogOptionSelected,$option == drgROALAGearQuestLud4d,"$player.ROALA_LuddChoice = keep
AdjustRepActivePerson -1
SetEnabled drgROALAGearQuestLud4d false
SetTooltip drgROALAGearQuestLud4d ""The Luddic doesn't trust you""","$personName's face darkens, ""words.""",,
drgROALAGearQuestLud4e,DialogOptionSelected,"$option == drgROALAGearQuestLud4d
$personFaction.relValue > 0.74 score:10",$player.ROALA_LuddChoice = keep,keep good,"drgROALAGearQuestLud5:""Continue""",
drgROALAGearQuestLud5,DialogOptionSelected,$option == drgROALAGearQuestLud5,,"""Very good, I will have the faithful prepare the cargo for pickup.""",drgROALAGearQuestLud6:Continue,
drgROALAGearQuestLud6,DialogOptionSelected,$option == drgROALAGearQuestLud6,,"The Luddic makes a traditional gesture of blessing, which you return without pause.

""Farewell, $playerBrotherOrSister.""",drgROALAGearQuestLud10:Cut the comm link,
,,,,,,
,,,,,,
,,,,,,
drgROALAGearQuestLud10,DialogOptionSelected,$option == drgROALAGearQuestLud10,"AddCommodity heavy_machinery 100
$player.drgROALA_fleet = luddic
HideFirstPerson
","You send a cargo shuttle with a team of choice crew who know how to interact with Luddics to the landing site, and after a little while they return bearing the items you need.",drgROALAGearQuestLud11:Continue,
drgROALAGearQuestLud11,DialogOptionSelected,$option == drgROALAGearQuestLud11,,"Shortly after, the ship receives a micro burst transmission.",drgROALAGearQuestLud12:Continue,
drgROALAGearQuestLud12,DialogOptionSelected,$option == drgROALAGearQuestLud12,"$global.drgROALA_gotGear = true
Call $global.drgROALA_ref updateStage","""$playerName, my crew has informed me they have the equipment ready. Attached to this message are the encrypted coordinates of the Ark. Please proceed there immediately.""",drgROALAGearQuestLud13:Continue,
drgROALAGearQuestLud13,DialogOptionSelected,$option == drgROALAGearQuestLud13,"EndConversation DO_NOT_FIRE
ShowDefaultVisual
FireAll PopulateOptions",,,
drgROALAArk1,ShowSalvageEntityDetails,"$customType == drg_arkship
$drgROALA_ark score:1000
!$encountered","ShowDefaultVisual
$encountered = true","As your $shipOrFleet approaches, the massive arcology fills the view screen. It is nothing less than the corpse of a floating city, with numerous bits and pieces battered and torn away.

Many beeps and warning symbols emit from Sensor's station, warning of the hazardous radiation spilling out from the structure.",,
drgROALAArk2,ShowSalvageEntityDetails,"$customType == drg_arkship
$drgROALA_ark score:1000",ShowDefaultVisual,"The long dead city still hangs in its orbit, the colorful radiation dancing in the thin cloud of gasses still lingering about its hull.",,
drgROALAArk3,CheckSalvageSpecial,"$customType == drg_arkship
$drgROALA_ark score:1000",SalvageSpecialInteraction,,,
drgROALAArk4,CheckSalvageSpecial,"$customType == drg_arkship
$speedwellWreck score:1000
!$explored","$explored = true
$global.drgROALA_foundArk = true",,drgROALAArk5:Continue,
drgROALAArk5,DialogOptionSelected,$option == drgROALAArk5,,,,
drgROALAArk6,,,,,,
drgROALAArk7,,,,,,
drgROALAArk8,,,,,,
drgROALAArk9,,,,,,
drgROALAArk10,,,,,,
drgROALAArk11,,,,,,
drgROALAArk12,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
drgBiometal1,DrgNaniteHullmodItemRC,!$player.canMakeNaniteHM,"ShowImageVisual biometalanalysis
SetStoryOption drgBiometal1 1 analyzeSubstrate technology ""Analyzed Bio-metal Sample""","You join your technology officer and engineering chief in a small briefing room overlooking the shop bay dedicated to what has been euphemistically dubbed ""special salvage"".

Haz-suited technicians attend to the containment machinery, stepping over coils of tube and wire. A mess of makeshift components were pulled from the common microforge libraries then torn apart and re-engineered to operate in this unusual, even extraordinary, application.

Engineering wears a frown, tapping a TriPad as they observe the ongoing work. Tech can barely contain their excitement. 

""$PlayerSirOrMadam,"" they say in unison at your arrival.","drgBiometal2:""So. What is it?""
defaultLeave:Leave",
drgBiometal2,DialogOptionSelected,$option == drgBiometal2,,"""Living metal!"" Tech exclaims.

""More specifically, it seems to be a distributed synthetic intelligence suspended in a ferro-fluid,"" the tech officer almost seems giddy.

Engineering interrupts with a scowl, not sharing in Technologies' enthusiasm, ""Nanites captain, they're nanites.""

""Bah, it's so much more then mere nanites,"" Tech retorts, more to Engineering than to you.","drgBiometal3:""Practical, if you will.""",
drgBiometal3,DialogOptionSelected,$option == drgBiometal3,FireAll drgBiometalOpts,"Both officers straighten, remembering whom they are speaking with, ""Yes, ah, apologies $playerSirOrMadam,"" Tech nods.

""In short, this fluid has some form of autonomy and can interact with and control machinery, and is capable of self replication,"" Tech glances at Engineering, ""not unlike nanites.""",,
drgBiometalOptA,drgBiometalOpts,!$saidWhatIsIt,,,"drgBiometalOptSelA:""So... what is it exactly?""",
drgBiometalOptB,drgBiometalOpts,!$saidValuable,,,"drgBiometalOptSelB:""Is it valuable?""",
drgBiometalOptC,drgBiometalOpts,!$saidUseful,,,"drgBiometalOptSelC:""Is it useful?""",
drgBiometalOptD,drgBiometalOpts,!$saidDestroyed,,,"drgBiometalOptSelD:""Can it be destroyed?""",
drgBiometalOptE,drgBiometalOpts,!$saidWeaponized,,,"drgBiometalOptSelE:""Can it be weaponized?""",
drgBiometalOptF,drgBiometalOpts,$saidWeaponized,,,"drgBiometalOptSelF:""Show me what you can do.""",
drgBiometalOptSelA,DialogOptionSelected,$option == drgBiometalOptSelA,"$saidWhatIsIt = true 0
FireAll drgBiometalOpts","""We frankly don't know, captain,"" your engineering chief makes a show of standing while speaking, it appears they've been arguing about this.

""Well, um."" Tech passes a look of consternation back toward your chief engineer.

""In truth, I could not say, precisely. And unfortunately we're not equipped to perform a full scientific investigation. Clearly it is a part of, or more likely it is the... the animating force behind the hostile fleet which we bested.""",,
drgBiometalOptSelB,DialogOptionSelected,$option == drgBiometalOptSelB,"$saidValuable = true 0
FireAll drgBiometalOpts","""Extremely,"" Tech answers. ""Assuming you find the right buyer, as without a way to control it...""

""It's dangerous,"" Engineering says. ""There's a reason AI tech is banned, for better or for worse. A weapon you can't control is just a hazard to every-""

""-Yes, yes,"" Tech interrupts. ""As with any applied technology, sufficiently powerful, it could... $playerSirOrMadam. To answer your query, yes, extremely valuable.""",,
drgBiometalOptSelC,DialogOptionSelected,$option == drgBiometalOptSelC,"$saidUseful = true 0
FireAll drgBiometalOpts","""Highly likely,"" your technology officer exchanges another look with Engineering. ""If a programming method can be determined, the use cases are numerous. In my professional opinion.""

""Going with generalization of 'nanites', they could be used for things like repair, structural modification, and even autonomous control. In theory anyway.""

Your chief engineer steps forward. ""With a big emphasis on if, captain. Put enough of this stuff together and it just 'wakes up' and goes wild. All it would take is one accident and...""

""Look, I did concede you were correct about th-"" Tech catches your expression and shuts up, putting on a deferential look.",,
drgBiometalOptSelD,DialogOptionSelected,$option == drgBiometalOptSelD,"$saidDestroyed = true 0
FireAll drgBiometalOpts","Engineering presents you a TriPad with test data on it, ""It's difficult, but sustained heat can cause it to harden and delaminate, which renders it, well, dead I suppose.""

Tech speaks up, ""Also the stuff is sensitive to strong electrical pulses, it won't exactly be destroyed, but it interrupts the networking part of its, em, mind, and..."" A pause for a few moments.

""Well, basically it'll 'go to sleep' for a while."" Both officers look to each other and nod in agreement.",,
drgBiometalOptSelE,DialogOptionSelected,$option == drgBiometalOptSelE,"$saidWeaponized = true 0
FireAll drgBiometalOpts","""It's risky, and I personally wouldn't recommend it, but,"" the chief engineer glances at Tech, ""with enough precautions...""

""We can't use it at its full potential, $playerSirOrMadam, however,"" your technology officer hands you a set of schematics.

You quickly recognize the standardized diagrams of bulkheads and superstructures, now intermixed with strange control systems, EM amplifiers, and hydraulic pumps.",,
drgBiometalOptSelF,DialogOptionSelected,$option == drgBiometalOptSelF,"$player.canMakeNaniteHM = true
NaniteCMD unlockHullmod","""$PlayerSirOrMadam,"" they say once more in unison.",defaultLeave:Leave,
,,,,,,
naniteCommLink,OpenCommLink,"$faction.id == contractor_nanite score:100
!$ignorePlayerCommRequests","$ignorePlayerCommRequests = true 1
ShowNanitePersonVisual","//Submit to judgment, let your//your officers massacred!//You are advised to disengage or we//We fight and we die for the Domain//Damage teams report to//to all ships retreat//inside! It's inside the ship//ships and cargo are ours//

The communications are nearly incomprehensible, save for what sounds like the collective shouting and anguish of innumerable spacers.",cutCommLink:Cut the comm link,
naniteCommLinkFallback,OpenCommLink,$faction.id == contractor_nanite score:100,,"The link is filled with noise, the hissing and growl of synthetic signals clawing at the safety thresholds.

With a wince, your comms officer freezes the output and purges the buffer.",cutCommLink:Cut the comm link,
naniteCommLinkFirst,OpenCommLink,"$faction.id == contractor_nanite score:100
!$ignorePlayerCommRequests
!$player.talkedToNanite","$ignorePlayerCommRequests = true 1
ShowNanitePersonVisual
$player.talkedToNanite = true","//Submit to judgment, let your//your officers massacred!//You are advised to disengage or we//We fight and we die for the Domain//Damage teams report to//to all ships retreat//inside! It's inside the ship//ships and cargo are ours//

The communications are nearly incomprehensible, save for what sounds like the collective shouting and anguish of innumerable spacers.

Your bridge crew look at each other in distress.","naniteCommLink_ident:""Unknown vessels, identify yourselves!""
cutCommLink:Cut the comm link",
naniteCommLink2,DialogOptionSelected,$option == naniteCommLink_ident,,"//Our intentions are friendly//critical need of supplies//it's not dying, captain//again, it's back again!//all hands, abandon ship//Ludd help us//don't let it//identify yourselves!//

Your voice too, now barks amongst the legion.",cutCommLink:Cut the comm link,
